data_date,sampled_at_jst,avg_slump_value,machine_count
2026-08-15,2026-08-15T13:20:00+09:00,-396,50
2026-08-15,2026-08-15T13:40:00+09:00,-396,50
2026-08-15,2026-08-15T14:00:00+09:00,-396,50
2026-08-15,2026-08-15T14:20:00+09:00,-378,50
2026-08-15,2026-08-15T14:40:00+09:00,-310,50
2026-08-15,2026-08-15T15:00:00+09:00,-310,50
2026-08-15,2026-08-15T15:20:00+09:00,-344,50
2026-08-15,2026-08-15T15:40:00+09:00,-344,50
2026-08-15,2026-08-15T16:00:00+09:00,-304,50
2026-08-15,2026-08-15T16:20:00+09:00,-304,50
2026-08-15,2026-08-15T16:40:00+09:00,-404,50
2026-08-15,2026-08-15T17:00:00+09:00,-404,50
2026-08-15,2026-08-15T17:20:00+09:00,-416,50
2026-08-15,2026-08-15T17:40:00+09:00,-416,50
2026-08-15,2026-08-15T18:00:00+09:00,-414,50
2026-08-15,2026-08-15T18:20:00+09:00,-414,50
2026-08-15,2026-08-15T18:40:00+09:00,-354,50
2026-08-15,2026-08-15T19:00:00+09:00,-354,50
2026-08-15,2026-08-15T19:20:00+09:00,-156,50
2026-08-15,2026-08-15T19:40:00+09:00,-156,50
2026-08-15,2026-08-15T20:00:00+09:00,-156,50
2026-08-15,2026-08-15T20:20:00+09:00,-142,50
2026-08-15,2026-08-15T20:40:00+09:00,-128,50
2026-08-15,2026-08-15T21:00:00+09:00,-128,50
2026-08-15,2026-08-15T21:20:00+09:00,-128,50
2026-08-15,2026-08-15T21:40:00+09:00,-84,50
2026-08-15,2026-08-15T22:00:00+09:00,-84,50
2026-08-15,2026-08-15T22:20:00+09:00,-42,50
2026-08-15,2026-08-15T22:40:00+09:00,-42,50
2026-08-15,2026-08-15T23:00:00+09:00,-4,50
2026-08-15,2026-08-15T23:20:00+09:00,-4,50
2026-08-15,2026-08-15T23:40:00+09:00,8,50
2026-08-16,2026-08-16T11:00:00+09:00,-92,50
2026-08-16,2026-08-16T11:20:00+09:00,-92,50
2026-08-16,2026-08-16T11:40:00+09:00,-206,50
2026-08-16,2026-08-16T12:00:00+09:00,-206,50
2026-08-16,2026-08-16T12:20:00+09:00,-298,50
2026-08-16,2026-08-16T12:40:00+09:00,-338,50
2026-08-16,2026-08-16T13:00:00+09:00,-338,50
2026-08-16,2026-08-16T13:20:00+09:00,-546,50
2026-08-16,2026-08-16T13:40:00+09:00,-582,50
2026-08-16,2026-08-16T14:00:00+09:00,-582,50
2026-08-16,2026-08-16T14:20:00+09:00,-604,50
2026-08-16,2026-08-16T14:40:00+09:00,-604,50
2026-08-16,2026-08-16T15:00:00+09:00,-532,50
2026-08-16,2026-08-16T15:20:00+09:00,-532,50
2026-08-16,2026-08-16T15:40:00+09:00,-370,50
2026-08-16,2026-08-16T16:00:00+09:00,-370,50
2026-08-16,2026-08-16T16:20:00+09:00,-338,50
2026-08-16,2026-08-16T16:40:00+09:00,-476,50
2026-08-16,2026-08-16T17:00:00+09:00,-476,50
2026-08-16,2026-08-16T17:20:00+09:00,-476,50
2026-08-16,2026-08-16T17:40:00+09:00,-488,50
2026-08-16,2026-08-16T18:00:00+09:00,-488,50
2026-08-16,2026-08-16T18:20:00+09:00,-432,50
2026-08-16,2026-08-16T18:40:00+09:00,-182,50
2026-08-16,2026-08-16T19:00:00+09:00,-182,50
2026-08-16,2026-08-16T19:20:00+09:00,-182,50
2026-08-16,2026-08-16T19:40:00+09:00,-182,50
2026-08-16,2026-08-16T20:00:00+09:00,10,50
2026-08-16,2026-08-16T20:20:00+09:00,10,50
2026-08-16,2026-08-16T20:40:00+09:00,88,50
2026-08-16,2026-08-16T21:00:00+09:00,88,50
2026-08-16,2026-08-16T21:20:00+09:00,140,50
2026-08-16,2026-08-16T21:40:00+09:00,140,50
2026-08-16,2026-08-16T22:00:00+09:00,192,50
2026-08-16,2026-08-16T22:20:00+09:00,192,50
2026-08-16,2026-08-16T22:40:00+09:00,220,50
2026-08-16,2026-08-16T23:00:00+09:00,220,50
2026-08-16,2026-08-16T23:20:00+09:00,238,50
2026-08-17,2026-08-17T11:00:00+09:00,-52,50
2026-08-17,2026-08-17T11:20:00+09:00,-52,50
2026-08-17,2026-08-17T11:40:00+09:00,-106,50
2026-08-17,2026-08-17T12:00:00+09:00,-106,50
2026-08-17,2026-08-17T12:20:00+09:00,-146,50
2026-08-17,2026-08-17T12:40:00+09:00,-188,50
2026-08-17,2026-08-17T13:00:00+09:00,-188,50
2026-08-17,2026-08-17T13:20:00+09:00,-176,50
2026-08-17,2026-08-17T13:40:00+09:00,-104,50
2026-08-17,2026-08-17T14:00:00+09:00,-104,50
2026-08-17,2026-08-17T14:20:00+09:00,-96,50
2026-08-17,2026-08-17T14:40:00+09:00,-84,50
2026-08-17,2026-08-17T15:00:00+09:00,-84,50
2026-08-17,2026-08-17T15:20:00+09:00,-14,50
2026-08-17,2026-08-17T15:40:00+09:00,-14,50
2026-08-17,2026-08-17T16:00:00+09:00,-8,50
2026-08-17,2026-08-17T16:20:00+09:00,-8,50
2026-08-17,2026-08-17T16:40:00+09:00,12,50
2026-08-17,2026-08-17T17:00:00+09:00,12,50
2026-08-17,2026-08-17T17:20:00+09:00,-162,50
2026-08-17,2026-08-17T17:40:00+09:00,-162,50
2026-08-17,2026-08-17T18:00:00+09:00,-134,50
2026-08-17,2026-08-17T18:20:00+09:00,-134,50
2026-08-17,2026-08-17T18:40:00+09:00,-88,50
2026-08-17,2026-08-17T19:00:00+09:00,-88,50
2026-08-17,2026-08-17T19:20:00+09:00,42,50
2026-08-17,2026-08-17T19:40:00+09:00,42,50
2026-08-17,2026-08-17T20:00:00+09:00,32,50
2026-08-17,2026-08-17T20:20:00+09:00,32,50
2026-08-17,2026-08-17T20:40:00+09:00,76,50
2026-08-17,2026-08-17T21:00:00+09:00,76,50
2026-08-17,2026-08-17T21:20:00+09:00,54,50
2026-08-17,2026-08-17T21:40:00+09:00,54,50
2026-08-17,2026-08-17T22:00:00+09:00,122,50
2026-08-17,2026-08-17T22:20:00+09:00,122,50
2026-08-17,2026-08-17T22:40:00+09:00,150,50
2026-08-17,2026-08-17T23:00:00+09:00,150,50
2026-08-17,2026-08-17T23:20:00+09:00,150,50
2026-08-18,2026-08-18T11:00:00+09:00,-94,50
2026-08-18,2026-08-18T11:20:00+09:00,-94,50
2026-08-18,2026-08-18T11:40:00+09:00,-170,50
2026-08-18,2026-08-18T12:00:00+09:00,-170,50
2026-08-18,2026-08-18T12:20:00+09:00,-150,50
2026-08-18,2026-08-18T12:40:00+09:00,-46,50
2026-08-18,2026-08-18T13:00:00+09:00,-46,50
2026-08-18,2026-08-18T13:20:00+09:00,24,50
2026-08-18,2026-08-18T13:40:00+09:00,24,50
2026-08-18,2026-08-18T14:00:00+09:00,24,50
2026-08-18,2026-08-18T14:20:00+09:00,76,50
2026-08-18,2026-08-18T14:40:00+09:00,90,50
2026-08-18,2026-08-18T15:00:00+09:00,90,50
2026-08-18,2026-08-18T15:20:00+09:00,24,50
2026-08-18,2026-08-18T15:40:00+09:00,24,50
2026-08-18,2026-08-18T16:00:00+09:00,48,50
2026-08-18,2026-08-18T16:20:00+09:00,48,50
2026-08-18,2026-08-18T16:40:00+09:00,108,50
2026-08-18,2026-08-18T17:00:00+09:00,108,50
2026-08-18,2026-08-18T17:20:00+09:00,290,50
2026-08-18,2026-08-18T17:40:00+09:00,290,50
2026-08-18,2026-08-18T18:00:00+09:00,218,50
2026-08-18,2026-08-18T18:20:00+09:00,218,50
2026-08-18,2026-08-18T18:40:00+09:00,238,50
2026-08-18,2026-08-18T19:00:00+09:00,238,50
2026-08-18,2026-08-18T19:20:00+09:00,68,50
2026-08-18,2026-08-18T19:40:00+09:00,68,50
2026-08-18,2026-08-18T20:00:00+09:00,70,50
2026-08-18,2026-08-18T20:20:00+09:00,70,50
2026-08-18,2026-08-18T20:40:00+09:00,96,50
2026-08-18,2026-08-18T21:00:00+09:00,96,50
2026-08-18,2026-08-18T21:20:00+09:00,344,50
2026-08-18,2026-08-18T21:40:00+09:00,344,50
2026-08-18,2026-08-18T22:00:00+09:00,316,50
2026-08-18,2026-08-18T22:20:00+09:00,316,50
2026-08-18,2026-08-18T22:40:00+09:00,370,50
2026-08-18,2026-08-18T23:00:00+09:00,370,50
2026-08-18,2026-08-18T23:20:00+09:00,404,50
2026-08-19,2026-08-19T11:00:00+09:00,-78,50
2026-08-19,2026-08-19T11:20:00+09:00,-78,50
2026-08-19,2026-08-19T11:40:00+09:00,-98,50
2026-08-19,2026-08-19T12:00:00+09:00,-98,50
2026-08-19,2026-08-19T12:20:00+09:00,-66,50
2026-08-19,2026-08-19T12:40:00+09:00,20,50
2026-08-19,2026-08-19T13:00:00+09:00,20,50
2026-08-19,2026-08-19T13:20:00+09:00,130,50
2026-08-19,2026-08-19T13:40:00+09:00,-10,50
2026-08-19,2026-08-19T14:00:00+09:00,-10,50
2026-08-19,2026-08-19T14:20:00+09:00,4,50
2026-08-19,2026-08-19T14:40:00+09:00,4,50
2026-08-19,2026-08-19T15:00:00+09:00,-6,50
2026-08-19,2026-08-19T15:20:00+09:00,-6,50
2026-08-19,2026-08-19T15:40:00+09:00,12,50
2026-08-19,2026-08-19T16:00:00+09:00,12,50
2026-08-19,2026-08-19T16:20:00+09:00,-28,50
2026-08-19,2026-08-19T16:40:00+09:00,0,50
2026-08-19,2026-08-19T17:00:00+09:00,0,50
2026-08-19,2026-08-19T17:20:00+09:00,-18,50
2026-08-19,2026-08-19T17:40:00+09:00,28,50
2026-08-19,2026-08-19T18:00:00+09:00,28,50
2026-08-19,2026-08-19T18:20:00+09:00,-46,50
2026-08-19,2026-08-19T18:40:00+09:00,-46,50
2026-08-19,2026-08-19T19:00:00+09:00,-10,50
2026-08-19,2026-08-19T19:20:00+09:00,-10,50
2026-08-19,2026-08-19T19:40:00+09:00,44,50
2026-08-19,2026-08-19T20:00:00+09:00,44,50
2026-08-19,2026-08-19T20:20:00+09:00,126,50
2026-08-19,2026-08-19T20:40:00+09:00,162,50
2026-08-19,2026-08-19T21:00:00+09:00,162,50
2026-08-19,2026-08-19T21:20:00+09:00,162,50
2026-08-19,2026-08-19T21:40:00+09:00,166,50
2026-08-19,2026-08-19T22:00:00+09:00,166,50
2026-08-19,2026-08-19T22:20:00+09:00,158,50
2026-08-19,2026-08-19T22:40:00+09:00,158,50
2026-08-19,2026-08-19T23:00:00+09:00,236,50
2026-08-19,2026-08-19T23:20:00+09:00,236,50
2026-08-19,2026-08-19T23:40:00+09:00,274,50
2026-08-20,2026-08-20T11:00:00+09:00,-40,50
2026-08-20,2026-08-20T11:20:00+09:00,-40,50
2026-08-20,2026-08-20T11:40:00+09:00,-78,50
2026-08-20,2026-08-20T12:00:00+09:00,-78,50
2026-08-20,2026-08-20T12:20:00+09:00,-60,50
2026-08-20,2026-08-20T12:40:00+09:00,-70,50
2026-08-20,2026-08-20T13:00:00+09:00,-70,50
2026-08-20,2026-08-20T13:20:00+09:00,-152,50
2026-08-20,2026-08-20T13:40:00+09:00,-216,50
2026-08-20,2026-08-20T14:00:00+09:00,-216,50
2026-08-20,2026-08-20T14:20:00+09:00,-222,50
2026-08-20,2026-08-20T14:40:00+09:00,-232,50
2026-08-20,2026-08-20T15:00:00+09:00,-232,50
2026-08-20,2026-08-20T15:20:00+09:00,-348,50
2026-08-20,2026-08-20T15:40:00+09:00,-348,50
2026-08-20,2026-08-20T16:00:00+09:00,-274,50
2026-08-20,2026-08-20T16:20:00+09:00,-274,50
2026-08-20,2026-08-20T16:40:00+09:00,-254,50
2026-08-20,2026-08-20T17:00:00+09:00,-254,50
2026-08-20,2026-08-20T17:20:00+09:00,-194,50
2026-08-20,2026-08-20T17:40:00+09:00,-194,50
2026-08-20,2026-08-20T18:00:00+09:00,-252,50
2026-08-20,2026-08-20T18:20:00+09:00,-252,50
2026-08-20,2026-08-20T18:40:00+09:00,-146,50
2026-08-20,2026-08-20T19:00:00+09:00,-146,50
2026-08-20,2026-08-20T19:20:00+09:00,-94,50
2026-08-20,2026-08-20T19:40:00+09:00,-142,50
2026-08-20,2026-08-20T20:00:00+09:00,-142,50
2026-08-20,2026-08-20T20:20:00+09:00,-142,50
2026-08-20,2026-08-20T20:40:00+09:00,-182,50
2026-08-20,2026-08-20T21:00:00+09:00,-182,50
2026-08-20,2026-08-20T21:20:00+09:00,-226,50
2026-08-20,2026-08-20T21:40:00+09:00,-226,50
2026-08-20,2026-08-20T22:00:00+09:00,-218,50
2026-08-20,2026-08-20T22:20:00+09:00,-218,50
2026-08-20,2026-08-20T22:40:00+09:00,-178,50
2026-08-20,2026-08-20T23:00:00+09:00,-178,50
2026-08-20,2026-08-20T23:20:00+09:00,-130,50
2026-08-20,2026-08-20T23:40:00+09:00,-130,50
2026-08-20,2026-08-21T00:00:00+09:00,-94,50
2026-08-21,2026-08-21T11:00:00+09:00,-98,50
2026-08-21,2026-08-21T11:20:00+09:00,-98,50
2026-08-21,2026-08-21T11:40:00+09:00,-170,50
2026-08-21,2026-08-21T12:00:00+09:00,-170,50
2026-08-21,2026-08-21T12:20:00+09:00,-294,50
2026-08-21,2026-08-21T12:40:00+09:00,-290,50
2026-08-21,2026-08-21T13:00:00+09:00,-290,50
2026-08-21,2026-08-21T13:20:00+09:00,-198,50
